student_id,year,day,attendance,engagement_score,difficulty
2025_803,2025,8,1,3.53,3
2024_10,2024,4,1,3.95,4
2024_758,2024,14,1,2.51,3
2024_1036,2024,6,1,4.14,4
2025_462,2025,13,1,5.0,3
2024_698,2024,1,1,3.59,4
2024_894,2024,14,1,3.35,2
2025_938,2025,8,1,5.0,4
2025_229,2025,2,1,3.65,3
2025_849,2025,1,1,2.8,2
2025_731,2025,3,1,4.54,2
2024_382,2024,3,1,3.53,2
2025_522,2025,1,1,3.94,4
2025_1146,2025,7,1,4.26,3
2024_976,2024,5,1,3.53,4
2025_385,2025,7,1,4.61,3
2025_1139,2025,5,1,3.93,3
2025_357,2025,8,1,3.48,3
2025_810,2025,4,1,3.05,2
2025_1078,2025,11,1,2.99,3
2024_1037,2024,8,1,1.99,3
2025_964,2025,2,1,2.55,3
2024_86,2024,1,1,3.82,4
2024_827,2024,2,1,3.23,2
2025_487,2025,5,1,5.0,3
2025_361,2025,2,1,2.17,3
2024_41,2024,9,1,1.84,2
2025_423,2025,2,1,1.18,2
2024_552,2024,6,1,2.21,2
2024_1024,2024,1,1,3.96,4
2025_971,2025,2,1,2.26,3
2025_122,2025,6,1,5.0,3
2025_347,2025,7,1,3.87,2
2024_584,2024,4,1,4.16,2
2024_1186,2024,5,1,4.1,4
2024_1131,2024,7,1,3.61,4
2025_1031,2025,1,1,3.72,4
2024_1109,2024,1,1,2.92,4
2025_895,2025,9,1,2.59,3
2024_713,2024,1,1,4.14,2
2025_1174,2025,6,1,2.81,4
2025_664,2025,4,1,3.27,3
2024_231,2024,1,1,3.29,3
2025_403,2025,9,1,4.15,2
2024_471,2024,7,1,2.41,2
2024_445,2024,2,1,3.41,3
2025_390,2025,11,1,2.65,3
2025_1016,2025,1,1,3.4,2
2025_141,2025,10,1,3.71,4
2024_618,2024,7,1,3.43,4
2025_279,2025,1,1,3.12,3
2025_758,2025,7,1,4.7,3
2025_564,2025,4,1,4.2,2
2025_1161,2025,7,1,2.1,3
2024_986,2024,2,1,5.0,4
2024_480,2024,15,1,2.72,3
2024_342,2024,5,1,2.75,3
2024_1116,2024,1,1,2.13,4
2024_464,2024,3,1,4.36,4
2025_394,2025,1,1,4.09,4
2024_823,2024,12,1,2.63,2
2025_46,2025,2,1,3.5,3
2024_551,2024,1,1,2.46,2
2025_708,2025,1,1,4.21,3
2025_138,2025,7,1,3.92,4
2025_1158,2025,1,1,2.59,3
2025_140,2025,2,1,3.49,3
2024_358,2024,7,1,3.62,2
2025_23,2025,2,1,4.76,4
2025_654,2025,8,1,4.19,4
2024_1135,2024,3,1,2.21,4
2025_488,2025,7,1,1.89,4
2025_92,2025,2,1,4.66,4
2024_1013,2024,7,1,1.81,4
2024_527,2024,11,1,2.28,4
2025_861,2025,6,1,3.28,3
2025_450,2025,13,1,3.39,4
2025_823,2025,1,1,2.97,2
2025_468,2025,5,1,2.9,2
2025_1097,2025,4,1,3.45,3
2024_510,2024,4,1,0.98,3
2025_1139,2025,13,1,4.0,2
2025_729,2025,5,1,5.0,4
2024_189,2024,9,1,3.4,2
2025_969,2025,4,1,4.29,2
2025_1004,2025,8,1,2.52,3
2024_27,2024,5,1,3.67,4
2025_1182,2025,6,1,3.59,3
2024_960,2024,6,1,1.83,4
2024_529,2024,3,1,3.56,2
2025_969,2025,2,1,2.72,4
2024_619,2024,4,1,1.42,2
2024_708,2024,11,1,2.82,2
2024_1005,2024,3,1,3.63,2
2025_237,2025,7,1,2.4,4
2024_879,2024,1,1,3.15,3
2024_418,2024,4,1,3.32,2
2024_920,2024,5,1,3.78,3
2025_816,2025,5,1,2.37,2
2024_562,2024,6,1,3.55,2
2025_1110,2025,8,1,4.73,4
2025_946,2025,1,1,3.3,3
2025_1170,2025,13,1,3.65,2
2025_1031,2025,9,1,3.21,3
2024_510,2024,3,1,0.85,4
2025_549,2025,4,1,2.86,3
2025_329,2025,3,1,2.69,4
2025_163,2025,11,1,3.09,2
2025_1024,2025,9,1,3.8,3
2024_807,2024,5,1,5.0,3
2025_865,2025,3,1,2.24,2
2025_974,2025,4,1,3.73,2
2024_207,2024,14,1,4.4,4
2024_960,2024,2,1,2.38,3
2025_85,2025,1,1,2.74,2
2025_1147,2025,3,1,2.85,3
2024_395,2024,2,1,2.87,4
2025_378,2025,2,1,2.31,4
2024_71,2024,8,1,3.5,4
2025_789,2025,5,1,4.5,4
2025_330,2025,1,1,2.85,3
2024_1095,2024,8,1,4.91,2
2025_761,2025,3,1,2.21,3
2024_949,2024,6,1,2.76,2
2025_36,2025,4,1,3.18,4
2024_714,2024,7,1,2.37,4
2025_729,2025,12,1,4.1,2
2024_922,2024,8,1,4.41,4
2025_59,2025,5,1,2.62,4
2024_618,2024,4,1,4.36,3
2025_494,2025,6,1,3.2,2
2025_165,2025,7,1,3.51,3
2024_950,2024,10,1,4.23,2
2025_93,2025,7,1,3.02,4
2024_1180,2024,5,1,3.28,3
2025_1120,2025,8,1,3.27,4
2024_1024,2024,7,1,5.0,4
2024_585,2024,9,1,1.5,3
2025_313,2025,10,1,3.78,4
2024_881,2024,4,1,3.66,2
2024_273,2024,3,1,4.89,3
2025_1109,2025,9,1,2.85,2
2024_285,2024,2,1,5.0,3
2025_402,2025,2,1,4.32,2
2025_552,2025,2,1,2.96,2
2025_1155,2025,11,1,4.15,2
2025_407,2025,7,1,3.42,2
2025_339,2025,3,1,5.0,4
2025_435,2025,1,1,4.18,3
2025_12,2025,9,1,3.61,4
2024_329,2024,4,1,2.96,2
2024_295,2024,14,1,5.0,2
2025_120,2025,1,1,3.74,4
2025_973,2025,2,1,1.0,4
2024_453,2024,4,1,2.47,3
2025_653,2025,5,1,4.31,2
2025_1164,2025,2,1,4.03,2
2025_590,2025,1,1,3.59,4
2024_445,2024,6,1,2.49,3
2024_1111,2024,2,1,2.24,4
2024_526,2024,4,1,5.0,2
2025_923,2025,6,1,4.76,4
2024_1186,2024,8,1,2.78,3
2024_1080,2024,10,1,2.87,3
2024_973,2024,10,1,4.16,4
2025_619,2025,11,1,4.0,2
2024_707,2024,7,1,4.3,3
2025_161,2025,1,1,3.75,2
2024_824,2024,14,1,4.28,3
2025_1030,2025,4,1,2.24,4
2024_90,2024,5,1,2.95,4
2024_359,2024,14,1,4.76,2
2025_1155,2025,5,1,3.1,3
2025_311,2025,1,1,3.93,2
2024_1114,2024,4,1,4.15,4
2025_207,2025,1,1,2.18,3
2025_90,2025,8,1,2.55,4
2025_390,2025,8,1,2.06,2
2024_77,2024,10,1,2.65,3
2024_614,2024,1,1,3.13,2
2024_949,2024,12,1,4.16,4
2024_272,2024,9,1,3.04,2
2025_1135,2025,10,1,2.08,4
2025_1174,2025,7,1,4.25,4
2024_547,2024,6,1,3.96,3
2025_982,2025,14,1,2.61,3
2025_916,2025,2,1,1.86,4
2025_874,2025,3,1,1.57,4
2025_500,2025,9,1,1.69,3
2025_334,2025,2,1,5.0,3
2025_409,2025,2,1,2.14,2
2024_372,2024,3,1,4.24,2
2025_379,2025,9,1,3.74,2
2025_402,2025,9,1,2.89,3
2024_387,2024,3,1,4.07,2
2025_645,2025,2,1,2.61,3
2025_347,2025,5,1,5.0,3
2025_747,2025,6,1,3.54,4
2025_404,2025,1,1,4.29,4
2025_29,2025,3,1,5.0,2
2025_235,2025,10,1,2.42,4
2024_243,2024,1,1,3.49,3
2024_1037,2024,4,1,2.61,4
2025_459,2025,5,1,2.49,3
2025_296,2025,1,1,4.45,3
2025_264,2025,11,1,2.28,4
2024_674,2024,1,1,5.0,3
2025_564,2025,1,1,4.12,3
2025_891,2025,3,1,3.31,3
2025_80,2025,3,1,2.66,3
2025_545,2025,2,1,4.65,3
2025_81,2025,14,1,1.57,4
2025_89,2025,8,1,3.06,4
2025_667,2025,8,1,1.27,3
2024_908,2024,1,1,3.57,3
2024_777,2024,1,1,4.88,4
2025_1084,2025,1,1,2.83,2
2024_208,2024,6,1,2.29,2
2025_279,2025,3,1,4.63,2
2024_446,2024,4,1,4.38,3
2024_734,2024,2,1,3.94,2
2025_557,2025,4,1,2.55,2
2025_790,2025,6,1,2.71,3
2024_359,2024,15,1,2.81,3
2025_159,2025,15,1,3.54,3
2025_622,2025,3,1,3.44,4
2025_544,2025,1,1,4.36,4
2024_840,2024,8,1,4.49,3
2025_924,2025,6,1,4.74,4
2024_17,2024,6,1,1.5,2
2025_1135,2025,5,1,3.03,2
2025_654,2025,7,1,4.57,3
2024_1132,2024,13,1,2.35,2
2024_581,2024,15,1,3.43,4
2025_650,2025,1,1,1.37,3
2024_310,2024,7,1,4.98,4
2025_1125,2025,10,1,1.62,2
2025_1145,2025,1,1,3.39,4
2025_1165,2025,7,1,4.47,3
2025_892,2025,7,1,4.32,3
2024_453,2024,11,1,3.69,4
2025_282,2025,11,1,3.8,4
2025_1073,2025,12,1,2.31,2
2025_908,2025,6,1,4.8,4
2025_888,2025,2,1,3.04,3
2024_179,2024,13,1,3.84,4
2024_308,2024,4,1,3.29,2
2024_380,2024,11,1,2.59,2
2025_634,2025,8,1,4.98,3
2025_397,2025,3,1,2.88,2
2024_67,2024,8,1,2.11,3
2024_249,2024,13,1,3.45,2
2024_585,2024,3,1,4.06,2
2024_929,2024,4,1,2.56,4
2025_650,2025,5,1,2.14,4
2025_590,2025,5,1,4.26,3
2025_932,2025,5,1,4.16,2
2025_1069,2025,6,1,3.99,3
2025_1182,2025,7,1,3.34,2
2024_231,2024,2,1,3.08,3
2025_320,2025,1,1,4.09,3
2024_584,2024,1,1,3.46,2
2025_522,2025,5,1,5.0,2
2024_611,2024,3,1,2.29,3
2024_898,2024,1,1,1.63,4
2024_829,2024,8,1,5.05,2
2024_561,2024,3,1,3.13,4
2025_1013,2025,2,1,2.72,2
2024_159,2024,6,1,2.8,3
2025_31,2025,2,1,3.47,3
2024_148,2024,4,1,1.42,2
2025_377,2025,4,1,4.12,4
2024_452,2024,1,1,3.43,3
2024_35,2024,2,1,3.29,2
2025_518,2025,12,1,4.21,4
2025_695,2025,3,1,4.03,2
2024_240,2024,7,1,2.73,4
2025_1060,2025,9,1,3.76,2
2025_522,2025,2,1,3.27,4
2024_376,2024,5,1,4.75,2
2025_816,2025,3,1,2.17,2
2025_165,2025,8,1,1.76,3
2025_1083,2025,13,1,3.39,2
2024_366,2024,1,1,3.3,4
2024_624,2024,3,1,3.52,3
2024_38,2024,9,1,2.37,3
2025_840,2025,4,1,2.31,4
2024_793,2024,9,1,3.64,4
2024_1037,2024,3,1,2.98,3
2024_110,2024,3,1,3.5,3
2024_654,2024,2,1,2.67,4
2025_1122,2025,5,1,2.0,2
2025_258,2025,4,1,2.71,2
2025_247,2025,3,1,3.43,2
2025_311,2025,13,1,3.12,3
2024_507,2024,13,1,3.33,3
2025_138,2025,3,1,1.89,2
2024_466,2024,7,1,3.21,3
2025_1068,2025,6,1,4.95,2
2025_560,2025,7,1,2.46,4
2025_855,2025,3,1,5.0,3
2025_566,2025,3,1,2.41,2
2024_12,2024,5,1,1.95,2
2024_1020,2024,11,1,1.42,2
2024_934,2024,2,1,4.5,4
2024_1040,2024,1,1,2.67,3
2024_633,2024,10,1,3.22,4
2024_991,2024,5,1,3.43,4
2024_514,2024,6,1,3.91,3
2025_567,2025,2,1,3.03,2
2025_584,2025,9,1,2.96,4
2024_131,2024,7,1,3.28,3
2024_352,2024,2,1,2.8,3
2025_691,2025,13,1,3.96,3
2024_157,2024,3,1,1.74,2
2024_651,2024,2,1,3.01,4
2025_74,2025,3,1,5.0,2
2025_275,2025,5,1,4.91,2
2024_1187,2024,4,1,2.49,4
2025_375,2025,5,1,2.82,2
2025_971,2025,3,1,3.64,3
2024_637,2024,1,1,4.01,4
2025_846,2025,5,1,3.65,3
2025_909,2025,4,1,4.3,4
2025_1060,2025,2,1,1.89,4
2025_182,2025,10,1,3.11,2
2025_837,2025,2,1,2.84,2
2025_947,2025,10,1,2.77,4
2024_101,2024,5,1,3.02,4
2025_14,2025,11,1,1.55,3
2024_93,2024,1,1,2.43,2
2025_1064,2025,8,1,2.48,4
2025_1041,2025,1,1,2.12,3
2025_807,2025,2,1,2.79,3
2024_529,2024,6,1,5.0,2
2025_839,2025,5,1,4.32,4
2025_144,2025,2,1,2.49,3
2024_412,2024,2,1,4.31,4
2024_208,2024,9,1,3.15,2
2025_679,2025,9,1,3.06,3
2024_520,2024,2,1,3.0,3
2025_135,2025,8,1,5.0,3
2025_21,2025,4,1,3.41,4
2025_234,2025,1,1,1.66,2
2025_571,2025,3,1,3.86,2
2025_479,2025,5,1,3.13,2
2025_244,2025,11,1,1.84,2
2024_71,2024,1,1,2.51,2
2024_1101,2024,2,1,4.03,4
2025_1133,2025,5,1,4.77,2
2024_383,2024,4,1,2.07,2
2024_590,2024,8,1,2.52,3
2025_381,2025,3,1,4.71,4
2024_775,2024,1,1,3.84,2
2025_1161,2025,9,1,3.73,3
2024_577,2024,5,1,1.8,2
2025_464,2025,3,1,3.63,4
2024_917,2024,1,1,3.59,3
2024_953,2024,5,1,3.71,3
2025_470,2025,3,1,3.58,3
2025_241,2025,7,1,3.56,2
2024_41,2024,1,1,0.45,4
2025_1073,2025,7,1,3.7,4
2025_614,2025,1,1,2.65,2
2025_355,2025,2,1,2.22,3
2025_868,2025,1,1,3.44,4
2025_378,2025,6,1,3.65,2
2025_110,2025,6,1,2.1,2
2025_1083,2025,6,1,2.8,3
2024_779,2024,7,1,4.16,4
2025_989,2025,2,1,3.58,2
2024_823,2024,8,1,3.09,2
2025_713,2025,2,1,3.52,2
2025_1065,2025,8,1,2.54,2
2025_540,2025,3,1,3.19,2
2025_884,2025,3,1,2.15,4
2024_1158,2024,9,1,2.04,3
2025_991,2025,7,1,2.68,4
2024_261,2024,12,1,3.98,3
2025_556,2025,1,1,5.0,4
2024_823,2024,1,1,2.69,3
2024_1117,2024,6,1,2.72,2
2025_148,2025,6,1,3.61,2
2025_1051,2025,1,1,3.59,2
2025_363,2025,4,1,3.58,4
2025_1069,2025,5,1,3.55,2
2025_947,2025,1,1,5.0,2
2025_928,2025,2,1,3.09,4
2024_576,2024,3,1,2.6,2
2024_351,2024,9,1,3.12,3
2025_870,2025,5,1,3.47,4
2025_196,2025,9,1,4.1,3
2024_185,2024,1,1,3.74,4
2025_708,2025,3,1,1.39,2
2024_464,2024,1,1,2.63,4
2024_663,2024,2,1,3.25,3
2025_140,2025,3,1,0.77,4
2024_58,2024,2,1,3.35,3
2025_1039,2025,10,1,2.92,3
2024_805,2024,11,1,4.87,3
2025_941,2025,3,1,3.56,4
2025_197,2025,1,1,3.09,2
2024_7,2024,5,1,2.42,3
2025_208,2025,1,1,4.76,3
2025_650,2025,11,1,5.04,3
2024_750,2024,11,1,1.73,3
2025_34,2025,7,1,2.76,3
2025_521,2025,3,1,5.0,4
2025_90,2025,7,1,5.0,4
2024_632,2024,4,1,3.78,4
2025_100,2025,5,1,2.38,4
2025_1108,2025,2,1,3.54,3
2024_855,2024,13,1,4.21,4
2024_515,2024,4,1,4.15,4
2025_638,2025,9,1,4.02,4
2025_1130,2025,10,1,3.32,3
2025_487,2025,1,1,5.0,4
2024_275,2024,5,1,5.0,4
2024_537,2024,7,1,2.74,2
2025_694,2025,2,1,3.01,2
2025_420,2025,4,1,2.72,2
2024_1104,2024,3,1,1.45,3
2025_301,2025,8,1,3.47,2
2024_1047,2024,1,1,3.7,2
2024_142,2024,3,1,2.0,4
2025_1094,2025,1,1,1.93,3
2024_947,2024,4,1,3.69,2
2024_1083,2024,3,1,3.49,4
2024_618,2024,13,1,1.58,3
2025_608,2025,6,1,3.08,4
2024_591,2024,5,1,2.18,3
2024_970,2024,1,1,2.29,4
2024_386,2024,2,1,3.89,4
2025_101,2025,3,1,4.3,2
2025_519,2025,1,1,4.42,4
2024_393,2024,6,1,3.26,4
2024_641,2024,5,1,4.53,2
2024_688,2024,5,1,3.22,4
2025_196,2025,2,1,3.44,3
2024_725,2024,12,1,2.75,4
2024_94,2024,5,1,3.44,3
2025_918,2025,5,1,1.7,4
2024_241,2024,6,1,2.5,3
2024_275,2024,10,1,2.77,3
2024_989,2024,3,1,4.03,4
2025_432,2025,4,1,2.55,3
2025_250,2025,5,1,2.5,2
2024_131,2024,11,1,3.24,2
2024_944,2024,6,1,3.37,4
2025_1048,2025,4,1,4.79,2
2024_427,2024,3,1,3.91,4
2025_760,2025,7,1,5.0,3
2025_1026,2025,9,1,4.83,2
2025_1125,2025,8,1,2.74,4
2024_360,2024,12,1,4.48,4
2025_632,2025,7,1,5.06,2
2024_810,2024,2,1,3.21,4
2025_1130,2025,3,1,3.78,4
2025_1195,2025,8,1,2.09,2
2024_304,2024,2,1,3.81,4
2025_69,2025,8,1,3.25,3
2024_577,2024,4,1,4.28,3
2025_208,2025,4,1,2.68,2
2024_142,2024,6,1,4.03,2
2024_886,2024,6,1,3.59,2
2024_882,2024,1,1,3.12,3
2025_722,2025,3,1,3.51,2
2025_83,2025,3,1,4.58,4
2025_784,2025,8,1,4.35,4
2024_275,2024,1,1,3.57,4
2024_764,2024,3,1,2.7,2
2024_1116,2024,5,1,2.61,2
2024_527,2024,10,1,2.11,2
2025_1131,2025,1,1,3.12,4
2024_1111,2024,1,1,2.57,4
2025_1036,2025,9,1,4.41,2
2024_1132,2024,11,1,3.53,3
2024_1132,2024,12,1,3.45,4
2025_275,2025,4,1,3.32,3
2025_390,2025,4,1,2.08,2
2025_560,2025,3,1,3.64,4
2024_464,2024,5,1,4.49,3
2024_948,2024,1,1,4.01,2
2024_585,2024,8,1,2.28,2
2024_1120,2024,5,1,2.29,2
2025_964,2025,12,1,2.37,4
2025_948,2025,9,1,2.27,2
2025_390,2025,6,1,3.52,3
2024_399,2024,11,1,2.55,3
2024_1182,2024,1,1,2.23,3
2024_745,2024,2,1,4.39,3
2024_886,2024,1,1,3.27,2
2025_472,2025,2,1,4.28,3
2025_240,2025,9,1,4.42,2
2025_178,2025,9,1,3.19,4
2025_482,2025,3,1,3.26,3
2025_305,2025,2,1,3.54,2
2025_680,2025,1,1,4.9,3
2024_949,2024,9,1,2.68,2
2024_456,2024,8,1,4.43,3
2025_821,2025,2,1,2.76,3
2025_129,2025,6,1,3.45,2
2024_871,2024,4,1,5.0,2
2024_1021,2024,6,1,4.76,3
2024_1087,2024,1,1,3.59,3
2024_201,2024,3,1,3.98,3
2024_802,2024,9,1,4.7,2
2024_1048,2024,1,1,5.0,3
2025_923,2025,2,1,3.55,4
2024_1116,2024,10,1,3.36,2
2024_366,2024,4,1,5.0,3
2024_621,2024,9,1,3.29,4
2025_975,2025,4,1,2.65,3
2024_95,2024,3,1,3.76,2
2025_221,2025,2,1,4.5,3
2025_737,2025,3,1,4.96,3
2025_135,2025,4,1,4.97,2
2024_569,2024,1,1,4.58,3
2024_411,2024,9,1,2.31,2
2024_787,2024,4,1,1.88,2
2025_714,2025,10,1,1.54,3
2024_580,2024,5,1,5.0,3
2024_76,2024,6,1,3.99,3
2024_169,2024,9,1,4.78,3
2025_427,2025,2,1,1.33,4
2025_211,2025,4,1,3.6,3
2025_446,2025,9,1,3.05,3
2025_166,2025,1,1,3.12,2
2024_531,2024,4,1,4.21,2
2024_684,2024,2,1,1.71,4
2025_507,2025,2,1,3.0,3
2025_1,2025,4,1,3.86,2
2024_318,2024,4,1,3.2,4
2025_546,2025,11,1,4.01,4
2025_1004,2025,11,1,4.11,4
2024_67,2024,6,1,3.05,3
2024_411,2024,2,1,3.46,4
2024_1013,2024,2,1,4.72,4
2025_308,2025,4,1,2.36,4
2024_161,2024,9,1,3.27,2
2024_507,2024,9,1,3.44,2
2025_1109,2025,14,1,2.17,4
2025_820,2025,13,1,3.19,3
2025_69,2025,4,1,4.17,2
2025_42,2025,3,1,3.75,4
2025_1074,2025,3,1,3.47,3
2025_918,2025,6,1,2.97,2
2024_1049,2024,4,1,1.0,2
2024_215,2024,1,1,2.78,3
2024_446,2024,10,1,4.33,4
2025_752,2025,6,1,4.67,3
2025_1063,2025,3,1,4.51,3
2024_685,2024,9,1,3.86,2
2024_546,2024,4,1,4.12,2
2025_674,2025,3,1,3.64,4
2025_225,2025,2,1,3.01,4
2024_239,2024,1,1,4.0,3
2024_633,2024,11,1,3.16,4
2025_377,2025,10,1,4.74,2
2025_731,2025,6,1,3.25,4
2024_301,2024,8,1,3.06,3
2025_8,2025,3,1,4.2,3
2024_821,2024,3,1,2.96,2
2025_462,2025,10,1,4.06,3
2024_756,2024,2,1,3.9,4
2024_585,2024,6,1,5.0,2
2025_813,2025,10,1,2.08,3
2024_764,2024,4,1,5.0,4
2024_1096,2024,6,1,2.26,3
2025_350,2025,9,1,3.4,2
2025_827,2025,4,1,3.08,4
2024_356,2024,3,1,2.85,3
2025_823,2025,6,1,2.93,4
2025_846,2025,1,1,2.89,2
2025_230,2025,11,1,4.22,2
2024_788,2024,15,1,3.53,2
2025_1139,2025,11,1,1.92,3
2024_593,2024,7,1,4.59,3
2025_357,2025,6,1,1.41,3
2025_1035,2025,5,1,4.03,3
2024_256,2024,3,1,4.2,4
2024_310,2024,6,1,3.81,4
2024_466,2024,6,1,4.42,2
2025_1122,2025,1,1,4.31,4
2024_301,2024,9,1,2.99,4
2025_890,2025,2,1,3.2,3
2025_567,2025,4,1,2.98,3
2025_301,2025,4,1,2.17,2
2025_497,2025,5,1,1.35,2
2025_1068,2025,1,1,3.28,4
2024_840,2024,2,1,2.99,2
2025_584,2025,3,1,4.54,2
2024_168,2024,4,1,2.66,3
2025_182,2025,6,1,3.01,4
2025_88,2025,6,1,3.37,3
2025_273,2025,6,1,4.22,3
2025_896,2025,5,1,2.7,4
2024_761,2024,4,1,4.04,4
2025_909,2025,10,1,3.75,3
2024_696,2024,3,1,3.32,3
2025_1085,2025,8,1,2.56,4
2024_1092,2024,2,1,5.0,4
2024_611,2024,6,1,1.69,2
2025_1008,2025,3,1,2.87,4
2025_947,2025,5,1,3.73,2
2024_887,2024,6,1,2.57,4
2024_929,2024,7,1,3.1,2
2024_355,2024,3,1,5.0,4
2025_425,2025,2,1,3.29,3
2024_826,2024,2,1,2.94,2
2024_70,2024,5,1,3.67,2
2025_659,2025,9,1,2.2,3
2024_793,2024,8,1,3.54,4
2025_129,2025,3,1,3.22,2
2024_185,2024,3,1,2.67,2
2025_825,2025,1,1,4.98,2
2025_356,2025,2,1,4.17,4
2024_125,2024,5,1,4.36,2
2024_656,2024,14,1,4.09,4
2024_537,2024,7,1,2.3,4
2024_1100,2024,6,1,3.96,4
2024_700,2024,4,1,5.0,4
2024_8,2024,4,1,3.61,4
2024_7,2024,6,1,4.68,4
2024_482,2024,6,1,3.58,3
2025_224,2025,6,1,2.07,3
2025_235,2025,8,1,2.75,3
2024_1098,2024,9,1,2.41,3
2025_810,2025,1,1,3.2,3
2024_441,2024,2,1,2.51,4
2025_1109,2025,13,1,4.94,4
2024_169,2024,11,1,2.87,3
2024_179,2024,9,1,2.56,4
2024_758,2024,4,1,2.16,2
2024_647,2024,5,1,4.55,2
2025_1113,2025,12,1,4.94,4
2024_685,2024,8,1,4.2,3
2025_1034,2025,7,1,2.08,2
2025_876,2025,1,1,4.46,4
2024_1125,2024,5,1,4.61,2
2025_512,2025,6,1,4.57,4
2024_555,2024,7,1,3.49,2
2025_110,2025,3,1,2.73,4
2024_726,2024,2,1,3.46,4
2025_296,2025,3,1,3.75,2
2025_1131,2025,8,1,3.06,2
2025_704,2025,2,1,1.73,4
2024_885,2024,4,1,1.22,2
2024_346,2024,9,1,3.6,2
2024_826,2024,6,1,3.12,3
2025_393,2025,4,1,4.33,2
2024_41,2024,4,1,4.41,3
2025_943,2025,1,1,3.13,2
2025_584,2025,7,1,2.95,4
2025_213,2025,9,1,2.28,4
2024_1182,2024,4,1,4.26,3
2024_822,2024,7,1,4.02,2
2024_1163,2024,11,1,3.69,4
2024_329,2024,11,1,3.89,3
2025_545,2025,1,1,2.15,2
2024_633,2024,6,1,3.85,4
2025_843,2025,7,1,5.0,2
2025_1033,2025,2,1,3.76,3
2025_314,2025,10,1,3.13,3
2024_441,2024,13,1,4.22,2
2025_385,2025,4,1,3.95,4
2025_673,2025,2,1,3.64,3
2025_356,2025,11,1,3.96,4
2025_15,2025,3,1,4.76,4
2025_2,2025,7,1,2.94,2
2025_775,2025,5,1,4.68,4
2025_368,2025,7,1,2.0,3
2025_1162,2025,8,1,4.88,2
2025_669,2025,7,1,1.52,3
2024_953,2024,4,1,4.74,2
2025_320,2025,8,1,5.0,3
2025_237,2025,3,1,3.24,4
2025_100,2025,3,1,4.61,2
2025_97,2025,1,1,5.0,4
2024_249,2024,7,1,3.24,3
2025_1083,2025,10,1,3.81,2
2024_82,2024,8,1,5.0,2
2025_971,2025,1,1,3.58,3
2024_354,2024,3,1,3.67,3
2024_235,2024,11,1,4.13,4
2024_465,2024,4,1,3.26,4
2024_50,2024,13,1,4.35,4
2024_34,2024,5,1,1.73,4
2024_769,2024,2,1,4.61,3
2024_1111,2024,5,1,3.72,4
2025_373,2025,4,1,4.07,2
2024_962,2024,5,1,4.07,4
2025_955,2025,7,1,3.39,2
2024_621,2024,15,1,1.76,3
2024_357,2024,1,1,3.86,2
2025_1163,2025,10,1,4.12,4
2025_489,2025,1,1,4.91,2
2024_325,2024,4,1,1.58,4
2024_366,2024,2,1,2.73,2
2024_169,2024,3,1,4.11,3
2025_1106,2025,6,1,4.23,2
2025_222,2025,5,1,2.76,4
2024_185,2024,4,1,3.55,4
2024_682,2024,3,1,3.08,4
2025_1172,2025,9,1,4.2,4
2025_1180,2025,5,1,3.27,4
2024_318,2024,10,1,3.09,3
2024_1114,2024,4,1,3.49,4
2024_421,2024,4,1,5.0,4
2025_707,2025,2,1,2.11,2
2025_675,2025,7,1,3.84,3
2025_230,2025,9,1,3.92,3
2024_773,2024,15,1,2.49,3
2025_594,2025,1,1,2.51,3
2025_465,2025,4,1,2.62,2
2025_605,2025,4,1,3.84,4
2025_633,2025,3,1,3.82,2
2025_838,2025,5,1,3.6,2
2024_927,2024,8,1,1.89,4
2025_103,2025,5,1,2.53,2
2024_750,2024,2,1,3.92,4
2024_1038,2024,4,1,4.75,4
2024_529,2024,5,1,1.0,3
2025_843,2025,2,1,3.37,4
2025_713,2025,11,1,2.81,2
2025_410,2025,3,1,3.51,4
2024_49,2024,2,1,2.84,3
2025_1038,2025,7,1,3.54,3
2025_695,2025,1,1,3.74,2
2024_843,2024,6,1,3.22,2
2025_865,2025,10,1,4.17,4
2025_278,2025,2,1,2.77,3
2024_1168,2024,14,1,3.39,3
2025_66,2025,2,1,2.32,3
2025_731,2025,1,1,3.8,4
2024_440,2024,2,1,2.44,2
2025_619,2025,8,1,2.74,2
2025_1013,2025,5,1,3.46,3
2025_134,2025,3,1,3.5,4
2024_724,2024,6,1,4.48,3
2024_790,2024,1,1,3.07,4
2025_714,2025,6,1,0.92,4
2025_864,2025,5,1,4.41,4
2024_707,2024,5,1,2.83,3
2024_1117,2024,4,1,4.0,3
2025_701,2025,1,1,4.79,2
2025_75,2025,11,1,3.28,3
2024_612,2024,6,1,1.99,3
2024_115,2024,4,1,4.47,3
2025_272,2025,3,1,4.67,2
2025_195,2025,4,1,3.88,2
2024_299,2024,1,1,2.38,3
2024_99,2024,1,1,5.0,3
2024_1049,2024,5,1,2.73,4
2024_871,2024,7,1,3.7,3
2024_383,2024,2,1,5.0,4
2024_1124,2024,2,1,2.42,4
2025_221,2025,10,1,3.72,3
2024_1169,2024,6,1,4.06,2
2025_534,2025,5,1,3.33,2
2024_151,2024,3,1,3.07,4
2025_414,2025,5,1,2.64,2
2024_473,2024,5,1,2.75,3
2024_788,2024,9,1,2.32,2
2025_437,2025,6,1,4.75,3
2024_751,2024,6,1,2.61,3
2024_855,2024,8,1,2.51,3
2025_58,2025,4,1,4.0,2
