student_id,year,completion,satisfaction,self_reported_learning
2024_542,2024,0,2.79,1.77
2025_995,2025,1,3.44,5.0
2025_1019,2025,1,4.86,3.62
2024_298,2024,1,4.71,4.8
2025_162,2025,1,4.66,4.59
2024_186,2024,0,2.27,3.76
2024_133,2024,1,3.84,4.88
2024_900,2024,0,2.82,1.96
2024_473,2024,1,3.43,3.91
2024_862,2024,0,2.83,3.02
2025_827,2025,1,4.0,2.77
2025_341,2025,0,3.18,2.61
2024_686,2024,0,2.64,3.02
2025_714,2025,1,3.18,3.47
2025_2,2025,0,2.74,2.82
2025_205,2025,0,2.25,3.48
2025_712,2025,1,3.42,4.06
2025_31,2025,0,3.1,3.98
2024_190,2024,0,2.91,2.38
2024_1051,2024,0,4.31,3.66
2024_967,2024,1,3.73,3.94
2024_612,2024,0,3.03,2.42
2025_769,2025,0,2.19,2.95
2025_801,2025,0,3.47,2.81
2025_962,2025,1,3.39,4.01
2025_688,2025,0,3.28,4.84
2024_1127,2024,0,2.56,3.17
2025_647,2025,1,4.35,4.43
2025_1119,2025,1,4.08,4.72
2024_685,2024,1,4.85,3.58
2025_658,2025,0,2.49,2.02
2024_968,2024,0,3.64,2.92
2024_25,2024,0,2.48,1.39
2024_102,2024,0,2.67,1.8
2024_357,2024,0,2.72,2.47
2024_726,2024,0,3.23,4.55
2024_451,2024,0,2.43,2.81
2025_555,2025,0,3.07,2.12
2024_141,2024,1,4.7,4.14
2025_1046,2025,1,4.87,5.0
2024_1032,2024,0,3.2,1.82
2024_788,2024,1,5.0,5.0
2025_837,2025,1,4.38,4.77
2025_375,2025,1,5.0,2.94
